ngd_uid
6291463
4272461
6291470
6291472
5242901
5242902
6291480
6291481
5242906
6291483
6291484
6291492
6291493
5242918
6291498
6291499
6291500
5242923
5242925
5242928
6291505
6291506
5242931
5242929
5242939
5767228
2621504
6291526
6291528
6291530
2621521
5242963
5242964
6291539
6291542
6291540
6291541
6291543
2621532
5242978
5242980
6291569
4718705
2621555
2621556
4718713
5243003
4194428
5243005
4194429
2621568
5001930
5001931
5243027
5243028
6291603
6291604
6291607
6291609
1573018
5243035
6291610
6291612
2621607
5767341
2621614
5767342
3670193
4194483
2621620
5243068
5767360
5767361
5767362
5767363
5767364
5767365
4194507
5767379
5767380
5767381
2621654
5767388
5767389
3670236
2621666
2097380
2621676
5243128
1573114
5243135
5243136
5243137
4718851
4718852
3145993
1573130
4194572
1573138
2097437
3146014
2097454
2621746
5243198
5243199
3670336
2097481
2097482
2097486
4194639
5243217
5243220
5243222
2097494
5243224
1573207
5243226
4194648
5243228
5243230
2621791
2621792
5243232
5243234
2621795
2621794
5243236
1573216
5243240
2621801
5243242
5243243
1573226
3670379
5243246
2621806
5243248
5243249
2621811
5243252
2621814
5243254
5243256
2621818
5243258
5243260
4194684
5243262
4194685
5243264
4194686
386
1573251
5243268
4194687
1573254
5243271
4194693
5243273
1573258
5243275
4194694
5243277
5243279
5243281
5243282
1573265
404
2621844
5243285
5243287
2621848
5243291
6291868
5243293
5243294
5243296
2621857
5243298
2621859
5243301
6291880
6291881
3146154
3670444
5243317
5767606
5243319
6291896
3670455
5767610
5767611
5243324
4719037
5243326
5243327
4719040
5243328
5243329
5767612
3670467
5243338
1573331
1573333
3670486
3670487
3670488
5767644
1573341
1573342
2097645
5243378
1573371
1573376
4719104
4719105
4719106
4194825
3670539
4194831
6291988
5243415
2621976
4194848
3146276
2621991
5243437
6292026
6292027
2188447
5243479
5243487
4194911
5767782
5767783
1573488
1573495
4194938
4251478
2097798
6292104
5243529
6292105
2097804
2188463
2097814
2097821
2097822
4194975
2097829
524965
6292139
1573550
2188469
1573556
3146421
2622135
3670718
6292160
5767875
6292164
6292165
2188474
4195026
2622168
3146473
1573614
5767926
4195066
1573631
1573632
1573633
1573635
2622212
1573639
1573640
1573642
1573643
2188487
2188488
1573648
6292241
6292243
1573656
1573660
3146528
4719397
1573676
2188496
2097977
2188497
2188498
2097996
1573712
4719442
1573729
1573737
4195179
4195181
5243763
5768057
5243770
2622334
5243779
5243784
4195208
2622346
5243787
5243799
4195223
2622366
5243808
2622376
2622389
2098103
2622401
6292421
2098121
2622411
6292431
5835747
5835748
5835749
4719583
4719586
4195327
5243913
4719630
5243931
2622492
5243932
5243936
2622498
5243940
4719654
6292524
2098246
2622550
4719705
2622557
1573990
1573995
1573996
5244015
6292616
5768329
2622605
3146894
2622609
5244052
3146912
1574067
5244088
5244091
2622652
5244094
2622658
3146951
2622665
1574091
5244117
5002149
5244121
5768409
3146975
1574117
1264
1574128
5002154
1574131
5002155
1275
5244166
5244169
5244170
4719895
5244184
4719896
5244187
4719900
3147040
2098467
5244197
4195624
1574186
4195626
2098480
1574195
5244213
2098486
6292791
5244216
1574201
2098491
6292796
6292800
1574209
6292802
4195654
2622795
6292818
4195666
2622806
4195670
2622808
1574233
1574237
1574238
2098527
4195684
3671402
1574256
1574259
2098553
5244282
5244288
5768583
5768584
5244297
5244298
2098579
3147157
3147164
3147172
2622891
2622895
5768630
4195777
2622916
5244360
5244361
5244362
2622921
3147211
2098638
2098641
4195797
4720086
4720090
5244382
5244383
1511
2622972
2622978
5835860
2622985
5244425
5244428
6293007
5244431
5244432
3147280
2622995
4195857
4195860
4195861
4720152
2623001
5244442
2623004
2623008
5768745
2623018
2623019
2098737
4195897
2623034
2623035
4195907
4195908
2188651
4195910
2098759
5244488
5835873
4195911
2623052
2098764
1574483
5768791
2623066
5768795
2188656
2098782
4720223
5244512
2098785
4720226
4720227
5768801
4195934
4195942
2188657
4195944
4195945
2623082
2098815
5244545
5768833
5768834
5768835
2098821
4195971
5768837
5768838
4720265
5768839
1574539
5768840
5244557
4195978
1574543
2188665
6293172
6293173
2623158
2623156
2623159
2623165
2623167
2188676
3147459
2623174
5244616
5244617
1574604
1749
5244633
3147481
2623195
5244655
4196080
4196081
4196083
2098933
5244662
4196086
2623224
4196088
4196087
6293255
5244682
5244684
5244691
2098970
2098971
4196122
2098976
5244707
2098980
1574695
4196136
4196137
1574699
4196140
1574705
1574714
5244736
1574720
4720450
4720448
5244740
2099015
4196175
2099024
4196177
4196178
4196181
5244758
4196182
3147610
2099035
3147611
4196186
4196187
4196188
2099040
4196190
2099044
6293349
2099046
3147625
2099055
3147635
5244789
4196216
2099069
4196222
2099071
2099072
5244801
5244804
2099084
5244813
4196237
4196239
4196242
4720534
4720535
4196250
2099099
2623392
2623399
2623400
6293418
4720557
5244848
2099121
5244858
5244859
5244862
2099134
5244870
5244873
4720586
5244875
5244876
4720589
4196298
4720591
4196300
4196301
4196303
4196304
2099156
2099157
4196305
4196307
4196308
4196309
4720602
5244893
4196319
2099169
4196322
5769187
4196324
5769188
5244902
4196327
4196328
3147751
5769189
5769190
4196332
3147758
4196337
2099188
4720629
4720630
6293495
6293496
2623489
4272866
5244936
2623499
2099215
2099217
2188743
5244947
4720663
4720664
4196377
5769240
5769241
4196382
5244959
2623521
5244967
5244968
5244969
5244970
2099243
5244972
3147819
5769260
4196399
5244976
5244975
5244977
3439225
5244980
4720693
4720694
4196407
5769263
5769272
5244986
3147834
4196412
4196413
5769273
4196417
5769282
6293571
4196419
5769281
2188753
2188754
5245002
2099275
2099276
5245005
2099287
4720728
4720729
2099293
2099300
1575021
1575024
5245041
5769330
4196467
4196468
1575029
4196470
4196471
4196472
1575032
5245050
5245051
2099323
4196477
4196478
5245055
4196480
5245057
1575039
4196491
5769361
5769363
4196500
5769364
4196502
2099351
4196504
4196505
5769365
5769367
2623652
1575078
2623655
2216
1575079
1575080
2623659
1575082
2099385
1575101
2623678
5245124
5245139
1575123
5769439
5245152
6293735
5245165
2099439
2623730
5245171
5245178
5245179
6293759
6293760
6293761
6293762
2623744
5245203
4196629
4196630
4720920
5245220
6293796
2099495
2099499
2623788
3148077
2623790
3148080
5769521
2623794
2623796
4720952
4196664
1575229
4196678
5245257
4196683
2623823
1575247
1575250
5245266
1575253
5245270
5245274
5245275
5245281
5245282
5769575
5245293
5245296
5245297
2099570
4196725
6293878
5245302
5245304
3672444
5245309
1575294
6293886
1575296
5245311
5245313
5245315
1575300
1575302
5245319
1575304
1575305
5245321
5245322
5245324
5245325
5245326
5245330
5245331
5245335
5245337
5245338
4721052
5245344
5245345
4721059
2099620
5245348
1575334
5245349
4721064
3148201
6293929
1575339
4196777
5245356
4196782
5245357
5245358
4196784
4721074
1575347
5245362
5245363
2099638
4721079
5245367
5245368
1575354
5245370
5245364
5245366
5245374
5245379
5245380
1575366
5245384
2099657
5245386
5245388
5245389
5245391
2099664
4196816
5245392
5245393
5245394
5245398
5245399
4196822
2099670
4196826
2099672
5245404
4196828
4196830
1575390
5245408
5245409
4721121
5245411
4196834
5245413
4196837
5245415
5245416
4196840
2099684
4721131
4721132
1575398
1575399
5245423
4196847
4196848
4721139
5245428
4196852
4196853
4196854
5245432
5245433
4196857
1575412
5245440
